grupo,categoria,tipo_producto,titulo,pais,revista,ISSN,ano,vol,fasc,pags,autores
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Críticas reflexivas al diagnóstico e intervención del Trastorno por Déficit de Atención e Hiperactividad,Colombia,Senderos Pedagógicos,2145-8243,2015,6,N/A,97 - 103,JUAN DIEGO BETANCUR ARIASNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,Intervención neurocognitiva de comportamientos disruptivos como proflaxis de comportamientos violentos y delincuenciales en población vulnerable de la ciudad de Medellín,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2015,18,,106 - 114,CLAUDIA MARCELA ARANA MEDINANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,EDITORIAL: LA VISIÓN NEUROPSICOPEDAGÓGICA COMO FACILITADORA DEL APRENDIZAJE: EN PROCURA DE TRASCENDER LA MULTIDISCIPLINARIEDAD,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2015,2,N/A,1 - 3,PAULA ANDREA MONTOYA ZULUAGANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,Processos psicolingüístics associats amb la llengua materna que afavoreixen l'aprenentatge de l'anglès com a segona llengua,España,Anuari De Psicologia De La Societat Valenciana De Psicologia,1135-1268,2013,15,1,147 - 161,OLBER EDUARDO ARANGO TOBONNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Causas y consumo de sustancias psicoactivas,Colombia,La Voz Del Semillero,2011-8015,2013,7,7,21 - 26,CLAUDIA MARCELA ARANA MEDINANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Perfil de la Atención en Esclerosis múltiple,Colombia,La Voz Del Semillero,2011-8015,2013,7,7,63 - 74,CLAUDIA MARCELA ARANA MEDINANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Alteración de las funciones ejecutivas en personas vinculadas al conflicto aramado Colombiano,Colombia,Katharsis,0124-7816,2013,15,15,133 - 152,CLAUDIA MARCELA ARANA MEDINANA
GESNE,Otros artículos publicados,Revista de divulgación,"La automedicación y sus implicaciones en la salud y el bienestar: estudio de caso, Unidad Hospitalaria Doce de Octubre",Colombia,Ciencia y Academia,2744-838X,2020,1,N/A,72 - 81,"SANDRA MARGARITA SUAREZ MOLINA, MARTHA DEL SOCORRO ALZATE CARDENASNA"
GESNE,Otros artículos publicados,Revista de divulgación,Toma de decisiones financieras: perspectivas de investigación,Colombia,Revista de ingeniería interfaces,2619-4465,2020,4,1,1 - 22,"PEDRO LUIS DUQUE HURTADO, DAMIAND FELIPE TREJOS SALAZARNA"
GESNE,Otros artículos publicados,Revista de divulgación,Riesgos en las microfinanzas: una revisión y análisis bibliométrico,Colombia,Revista de ingeniería interfaces,2619-4465,2020,3,2,1 - 27,"DAMIAND FELIPE TREJOS SALAZAR, PEDRO LUIS DUQUE HURTADONA"
GESNE,Otros artículos publicados,Revista de divulgación,Tráfico postal y envíos urgentes: facilitador de las importaciones de limitados volúmenes de mercancía,Colombia,"Escenarios, Empresas Y Territorios",2322-6331,2019,8,12,1 - 16,ROSA JANNET RESTEPO RESTREPONA
GESNE,Otros artículos publicados,Revista de divulgación,FUNDAMENTACIÓN DE LA LÍNEA DE INVESTIGACIÓN DEL PROGRAMA DE NEGOCIOS INTERNACIONALES DE LA UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2018,3,,340 - 358,CARLOS EDUARDO SAENZ CASTILLONA
GESNE,Otros artículos publicados,Periódico de noticias,Aproximaciones a una antropología de la cooperación,Colombia,Science of Human Action,2500-669X,2018,3,1,8 - 35,"HERNANDO EMILIO ZABALA SALAZAR, EDUARDO NICOLAS CUETO FUENTES, OLGA LUCIA ARBOLEDA ALVAREZNA"
GESNE,Otros artículos publicados,Revista de divulgación,COMPONENTES EXPLICATIVOS DEL CAPITAL INTELECTUAL EN EMPRESAS DESARROLLADORAS DE SOFTWARE EN COLOMBIA,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2018,3,,1 - 29,CARLOS EDUARDO SAENZ CASTILLONA
GESNE,Otros artículos publicados,Revista de divulgación,VIH por practicas sexuales en encuentros casuales,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2016,N/A,N/A,225 - 229,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESANA"
GESNE,Otros artículos publicados,Revista de divulgación,La pobreza un tema de clase aprendido desde sus manifestaciones en la realidad social,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2016,N/A,N/A,216 - 220,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESANA"
GESNE,Otros artículos publicados,Revista de divulgación,Formando redes cooperativas en el departamento de Antioquia (Colombia) vinculadas a procesos de desarrollo territorial,Argentina,Cuadernos de Economía Social,0325-9757,2016,N/A,19,234 - 239,HERNANDO EMILIO ZABALA SALAZARNA
GESNE,Otros artículos publicados,Revista de divulgación,A Reflection to the Latin America´s Regional Integration,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2016,1,,222 - 241,CAMILO ALBERTO HIGUITA CARDENASNA
GESNE,Otros artículos publicados,Revista de divulgación,La solidaridad fuente generadora de riqueza y bienestar social,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2016,N/A,N/A,30 - 35,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS, OSWALDO ANTONIO SALGADO CANAVERALNA"
GESNE,Otros artículos publicados,Revista de divulgación,Estudio de las estrategias que permiten minimizar el riesgo en la exportación de flores de las pymes del oriente antioqueño,Colombia,"Escenarios, Empresas Y Territorios",2322-6331,2014,3,3,207 - 230,ROSA JANNET RESTEPO RESTREPONA
GESNE,Otros artículos publicados,Revista de divulgación,LOGISTIC AND SUPPLY CHAIN MANAGEMENT SOLUTION,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2014,21,21,53 - 60,ROSA JANNET RESTEPO RESTREPONA
GESNE,Otros artículos publicados,Periódico de noticias,EL MAESTRO COMO ARQUITECTO Y CONSTRUCTOR DE PENSAMIENTO,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,1,63 - 68,"LILIAN JOHANNA MARROQUIN NAVARRO, ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDANA"
GESNE,Otros artículos publicados,Periódico de noticias,La dimensión biológica y la dimensión cultural como asíntotas de la emoción: una posibilidad actual en la comprensión de la emoción,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2013,4,2,357 - 366,"LILIAN JOHANNA MARROQUIN NAVARRO, ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDANA"
GESNE,Otros artículos publicados,Revista de divulgación,Colombia revolución de medio siglo y pensamiento social,Argentina,Memorias Del I Congreso Internacional De Adhilac Y Terceras Jornadas De Historia De La Cooperación Floreal Gorini,2250-8244,2013,1,N/A,62 - 74,HERNANDO EMILIO ZABALA SALAZARNA
GESNE,Otros artículos publicados,Revista de divulgación,"La experiencia de formación en el semillero de investigación de Administración , Negocios Internacionales y Economía",Colombia,La Voz Del Semillero,2011-8015,2010,3,,49 - 56,"LUZ DOLLY LOPERA GARCIA, CINDY MARCELA ZAPATA PADIERNA, YURY ASTRID ARENAS MORALESNA"
GESNE,Otros artículos publicados,Revista de divulgación,"LA VIDA COTIDIANA, CONSTRUCTORA DE REALIDAD SOCIAL Y DE HISTORIA",Colombia,La Voz Del Semillero,2011-8015,2010,3,,40 - 48,FRANCISCO JAVIER AGUIRRE ECHAVARRIANA
GESNE,Otros artículos publicados,Revista de divulgación,Economia solidaria y gestión social,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2006,,,22 - 27,LUZ DOLLY LOPERA GARCIANA
GESNE,Otros artículos publicados,Revista de divulgación,Construccción interactiva de ambientes para el desarrollo humano : Rompiendo circulos de explotación sexual infantil y juvenil,Colombia,Textos Y Argumentos,1692-1135,2004,1,,3 - 23,CLARA INES ORREGO CORREANA
GESNE,Otros artículos publicados,Revista de divulgación,Fundamentos para la construcción de la economía solidaria:lo incluyente en el contexto de la globalización,Colombia,Textos Y Argumentos,1692-1135,2002,,,5 - 105,"CLARA INES ORREGO CORREA, LUZ DOLLY LOPERA GARCIA, OLGA LUCIA ARBOLEDA ALVAREZNA"
GESNE,Otros artículos publicados,Revista de divulgación,La economía solidaria en Antioquia: una perspectiva descriptiva,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2001,5,,13 - 16,LUZ DOLLY LOPERA GARCIANA
GORAS,Otros artículos publicados,Revista de divulgación,Sustainable entrepreneurship and new business models: a market research in Colombia,,Revista de Administração da UFSM,1983-4659,2020,13,,875 - 894,SANDRA MILENA MALAVERA PINEDANA
GORAS,Otros artículos publicados,Revista de divulgación,LA INNOVACIÓN COMO ACTIVO ESTRATÉGICO PARA LA PRODUCTIVIDAD EN LA ERA TECNOLÓGICA,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2020,4,2,308 - 330,LUIS FERNANDO QUINTERO ARANGONA
GORAS,Otros artículos publicados,Revista de divulgación,"LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN EL PROCESO DE VENTAS POR CATÁLOGO COMO UN APOYO PARA LA GESTIÓN DEL VENDEDOR: CASO DE ESTUDIO EN MEDELLÍN, ANTIOQUIA",Colombia,Funlam Journal  of Students´ Research,2500-7858,2019,4,n/a,148 - 158,LUIS FERNANDO QUINTERO ARANGONA
GORAS,Otros artículos publicados,Revista de divulgación,La formación en administración de empresas como herramienta clave para procesos empresariales,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2019,4,2,331 - 349,NESTOR EDUARDO FLOREZ OVIEDONA
GORAS,Otros artículos publicados,Revista de divulgación,El talento humano: factor estratégico para la innovación y la transformación organizacional,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2019,4,1,150 - 173,"NATALLY YEPES BAENA, LUIS FERNANDO QUINTERO ARANGONA"
GORAS,Otros artículos publicados,Revista de divulgación,Desarrollo de la logística humanitaria:Una revisión de la literatura.,Colombia,SCIENCE OF HUMAN ACTION,2500-669x,2018,03,02,317 - 339,NESTOR EDUARDO FLOREZ OVIEDONA
GORAS,Otros artículos publicados,Revista de divulgación,La internacionalización: un acercamiento al crecimiento empresarial,Colombia,Funlam Journal  of Students´ Research,2500-7858,2018,3,n/a,93 - 107,"NATALLY YEPES BAENA, LUIS FERNANDO QUINTERO ARANGONA"
GORAS,Otros artículos publicados,Revista de divulgación,Relación entre liderazgo y violencia ocupacional en las pymes de la comuna once,Colombia,XXI Encuentro Nacional de Investigación - Universidad Católica Luis Amigó,2463-0004,2018,21,,24 - 27,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOSNA"
GORAS,Otros artículos publicados,Periódico de noticias,Valor agregado del proceso formativo en los graduados de la Universidad Católica Luis Amigó,Colombia,Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),2463-0004,2018,21,,46 - 51,MONICA ELIANA ARISTIZABAL VELASQUEZNA
GORAS,Otros artículos publicados,Revista de divulgación,CAPACIDADES INNOVADORAS Y TENDENCIAS TECNOLÓGICAS EN LOS CURRÍCULOS DE LOS PROGRAMAS DE INGENIERÍA DE SISTEMAS,España,Revista de Investigación en Tecnologías de la Comunicación,2387-0893,2018,6,11,25 - 33,MONICA ELIANA ARISTIZABAL VELASQUEZNA
GORAS,Otros artículos publicados,Revista de divulgación,Neurophysiological and neuropsychological damages produced by cocaine in adult populations,Estados Unidos,MOJ Addiction Medicine & Therapy,2573-2935,2018,5,3,93 - 95,"SINDY YULIANA GALLEGO TAVERA, NICOLAS PARRA BOLANOS, JUAN SEBASTIAN BENJUMEA GARCESNA"
GORAS,Otros artículos publicados,Periódico de noticias,Sentiment Analysis on Post conflict in Colombia: A Text Mining Approach,Pakistán,ASIAN JOURNAL OF APPLIED SCIENCES,2321-0893,2018,6,2,53 - 59,"VICTOR DANIEL GIL VERA, ISABEL CRISTINA PUERTA LOPERA, LINA MARIA MONTOYA SUAREZNA"
GORAS,Otros artículos publicados,Periódico de noticias,Relación entre liderazgo y violencia ocupacional en las Pymes de la comuna once Medellín,Colombia,Encuentro Nacional de Investigación Universidad Católica Luis Amigó 2018,2463-0004,2018,21,,25 - 27,JOSE ANTONIO LOPEZ GIRALDONA
GORAS,Otros artículos publicados,Revista de divulgación,"RETENCIÓN DE EMPLEADOS, UNA ESTRATEGIA PARA EL ÉXITO DE LAS ORGANIZACIONES",Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,1,108 - 115,JORMARIS MARTINEZ GOMEZNA
GORAS,Otros artículos publicados,Revista de divulgación,"Gestión del conocimiento, innovación para el crecimiento empresarial",Colombia,Revista Science Of Human Action,2500-669x,2016,1,"NA",104 - 116,JORMARIS MARTINEZ GOMEZNA
GORAS,Otros artículos publicados,Revista de divulgación,Errores en la investigación: una mirada desde la administración,México,Revista Iberoamericana De Producción Académica Y Gestión Educativa,2007-8412,2014,1,2,-,JUAN SANTIAGO CALLE PIEDRAHITANA
GORAS,Otros artículos publicados,Revista de divulgación,¿QUÉ SIGNIFICA SER EMPRENDEDOR?,Colombia,La Voz Del Semillero,2011-8015,2013,7,N/A,11 - 19,"MARTHA DEL SOCORRO ALZATE CARDENAS, SEBASTIAN SUAREZ LOPERA, LAURA TATIANA SANCHEZ TORRES, DANIELA ARIAS RESTREPO, JUAN PABLO PORRAS SIERRANA"
GORAS,Otros artículos publicados,Revista de divulgación,REFLEXIONES SOBRE LA MOTIVACIÓN DE ESTUDIANTES DE BÁSICA PRIMARIA HACIA LA INVESTIGACIÓN EN DOS INSTITUCIONES EDUCATIVAS (IE) DEL VALLE DE ABURRÁ,Colombia,"Memorias Congreso De Investigación Y Pedagogía. Ii Nacional I Internacional, Perspectivas, Retos Y Transformaciones En Contextos Educativos",2256-1951,2013,N/A,N/A,2017 - 2024,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATANA"
GORAS,Otros artículos publicados,Revista de divulgación,LA IMPORTANCIA DE LA CULTURA EMPRENDEDORA EN EL DESARROLLO DE LAS ORGANIZACIONES SOCIALES,Colombia,La Voz Del Semillero,2011-8015,2013,6,N/A,79 - 84,"MARTHA DEL SOCORRO ALZATE CARDENAS, MARIA ESPERANZA BEDOYA ROLDAN, DANIELA URREGO BURGOS, ANA CAROLINA ACEVEDO MONSALVE, YENIFER HINCAPIE MOSCOSONA"
GORAS,Otros artículos publicados,Revista de divulgación,POLÍTICAS INSTITUCIONALES COMO DINAMIZADOR DE LA INVESTIGACIÓN ESCOLAR: REFLEXIONES PRELIMINARES DADAS DESDE DOS IE DEL ÁREA METROPOLITANA DEL VALLE DE ABURRÁ,Colombia,"Memorias Congreso De Investigación Y Pedagogía. Ii Nacional I Internacional, Perspectivas, Retos Y Transformaciones En Contextos Educativos",2256-1951,2013,"NA","NA",2017 - 2045,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATANA"
GORAS,Otros artículos publicados,Periódico de noticias,El conocimiento científico y tecnológico disponible en el Departamento de Antioquia 1990 - 2010,Colombia,La Sociología En Sus Escenarios,0123-8973,2012,25,N/A,1 - 19,"CARLOS ANDRES ARISTIZABAL BOTERO, GABRIEL  VELEZ CUARTASNA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Análisis del Phishing y la Ley de delitos informáticos en Colombia,Colombia,Cuaderno De Investigaciones Andina/Semilleros Andina,2027-0232,2021,1,14,1 - 6,MAURICIO MEJIA LOBONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Mujeres excombatientes de las farc-ep: experiencias y significados del espacio públicoprivado,Brasil,Hegemonia,1809-1261,2020,30,N/A,134 - 169,JENNY MARCELA ACEVEDO VALENCIANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Políticas lingüísticas colombianas,Colombia,Revista Innovación Digital y Desarrollo Sostenible,2711-3760,2020,1,1,68 - 83,JENNY MARCELA ACEVEDO VALENCIANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Mujeres excombatientes de Las Farc-ep: tensiones y reconfiguraciones del espacio público y privado,México,Asociación Latinoamericana de Ciencia Política (ALACIP),2317-7004,2020,10,N/A,1 - 24,JENNY MARCELA ACEVEDO VALENCIANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Memoria y construcción de paz con primera infancia y agentes relacionales 2008-2018,Colombia,Infancias Imágenes,1657-9089,2020,19,1,1 - 10,PAOLA ANDREA CARMONA TORONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Columna de opinión,¿De qué hablamos cuando hablamos de feminismo?,Colombia,Periodico El Tiempo,1562-5362,2019,0,0,1 - 4,JENNIFFER LONDONO JURADONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Columna de opinión,Es necesario nombrar y juzgar ciertos crímenes como feminicidios,Colombia,Razon Publica,1657-1002,2019,0,0,1 - 4,JENNIFFER LONDONO JURADONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Periódico de noticias,Sobre la violencia letal del machismo,Colombia,Diario La Patria,0124-9320,2019,1,1,1 - 2,JENNIFFER LONDONO JURADONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Columna de opinión,"¿ Se debe limitar el derecho a ""parir""?",Colombia,Razon Publica,1657-1002,2019,0,,1 - 1,JENNIFFER LONDONO JURADONA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,"Implementação de direitoss humanos no ordenamento juridico colombiano, um enfoque a partir da constituição política nacional e do bloco de constitucionalidade",Colombia,Summa Luris,2339-4536,2018,6,2,342 - 356,JUAN ESTEBAN AGUIRRE ESPINOSANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,"Reconocimiento, verdad y derechos de las víctimas del conflicto armado en Colombia, para la construcción de una paz estable y duradera",Colombia,MEMORIAS X ENCUENTRO FACULTAD DE CIENCIAS - UPTC II ENCUENTRO NACIONAL,2389-8321,2018,1,1,198 - 206,"EYDER BOLIVAR MOJICA, LAURA VICTORIA CARDENAS ROJAS, OMAR HUERTAS DIAZNA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Civil Society: The Complexity of a Concept,Indonesia,ASIAN INSTITUTE OF RESEARCH JOURNAL OF SOCIAL AND POLITICAL SCIENCES,2615-3718,2018,1,2,168 - 182,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROSNA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Conceptos básicos y prácticos de la extradición en el derecho penal colombiano: en la búsqueda de cimentar un tratado de aplicación general y con fundamento en los derechos humanos,Colombia,SUMMA IURIS,2339-4536,2018,6,1,102 - 130,"RODRIGO ORLANDO OSORIO MONTOYA, OMAR HUERTAS DIAZ, FILIBERTO EDUARDO MANRIQUE MOLINANA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,¿Colombia... a punto de cambiar? ¿y en la senda de La Paz?,Colombia,Ecos de Paz,1989-8495,2018,3,3,10 - 11,RODRIGO ORLANDO OSORIO MONTOYANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,La internacionalización de la profesión jurídica en la contratación estatal,Colombia,Memorias Congreso La Internacionalización de la Profesión Jurídica,2500-8358,2016,1,,5 - 18,JESUS DAVID LONDONO BEDOYANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,El concepto de Constitución en la carta política de 1991,Colombia,Summa Luris,2339-4536,2015,3,,342 - 363,JESUS DAVID LONDONO BEDOYANA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Democracy: an Incomplete Invention. Reflections on Giovanni Sartori´s what is Democracy?,Estados Unidos,"Journal of Power, Politics & Governance",2372-4919,2015,3,2,1 - 20,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROSNA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,Democracy: an Incomplete Invention. Reflections on Giovanni Sartori´s what is Democracy?,Estados Unidos,"Journal of Power, Politics & Governance",2372-4919,2015,3,2,1 - 20,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESANA"
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,El Estado Social de Derecho en la jurisprudencia constitucional,Colombia,Summa Luris,2339-4536,2014,2,1,18 - 23,PAULO BERNARDO ARBOLEDA RAMIREZNA
JURIDICAS Y SOCIALES,Otros artículos publicados,Revista de divulgación,"Teoría de la Respuesta Correcta y Moralidad Política Aproximación a dos Elementos del Debate Judicial. Summa Iuris, 2",Colombia,Summa Luris,2339-4536,2014,2,"NA",59 - 87,MILTON CESAR JIMENEZ RAMIREZNA
SISCO,Otros artículos publicados,Revista de divulgación,Modelo generalizado para representar la viscosidad dinámica de mezclas binarias de fluidos Newtonianos de n-alcanos utilizando el concepto de solución regular,Colombia,RIDING,2590-5929,2022,1,,1 - 7,LUIS FERNANDO CARDONA PALACIONA
SISCO,Otros artículos publicados,Revista de divulgación,Covid-19 como estudio de la pobreza de América Latina en el 2021,,Revista De Economía Del Caribe,2011-2106,2021,N/A,28,1 - 10,"PAOLA MARCELA ALZATE MONTOYA, ANDRES MAURICIO GRISALES AGUIRRE, KARLA BEATRIZ JULIO MORENONA"
SISCO,Otros artículos publicados,Revista de divulgación,Predicting the melting temperature and the heat of melting of ionic liquids,Estados Unidos,Journal of Ionic Liquids,2772-4220,2021,1,,1 - 8,"JOSE O. VALDERRAMA, LUIS FERNANDO CARDONA PALACIONA"
SISCO,Otros artículos publicados,Revista de divulgación,Competencias en networking: perspectivas desde una revisión literaria,Colombia,Revista de ingenierías interfaces,2619-4473,2021,4,1,1 - 19,"ANDRES MAURICIO GRISALES AGUIRRE, DAHIANA RAMIREZ CARVAJAL, ADRIAN TORO CARDONA, MARTIN EUGENIO CARVAJAL HENAONA"
SISCO,Otros artículos publicados,Revista de divulgación,Creación de pacientes internacionales automatizado con AUTOIT: Un caso de aplicación,Colombia,Lámpsakos,2145-4086,2020,24,,74 - 81,LINA MARIA MONTOYA SUAREZNA
SISCO,Otros artículos publicados,Revista de divulgación,Enfoque multidimensional para el estudio de la pobreza: perspectivas desde una revisión sistemática de literatura multidimensional,Colombia,Enfoque multidimensional para el estudio de la pobreza: perspectivas desde una revisión sistemática de literatura multidimensional,2619-3558,2020,7,1,32 - 41,ANDRES MAURICIO GRISALES AGUIRRENA
SISCO,Otros artículos publicados,Revista de divulgación,Balance of Trade and the Dollar Price: A Relational Analysis of the Colombian Case,Pakistán,Middle East Journal of Scientific Research,1990-9233,2019,27,6,465 - 468,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, JAVIER SEBASTIAN RUIZ SANTACRUZNA"
SISCO,Otros artículos publicados,Periódico de noticias,Enseñanza del concepto de derivada con Geogebra: una guía didáctica desde el aula de clase,España,"Revista Internacional de Aprendizaje en Ciencia, Matemáticas y Tecnología",2386-8791,2019,6,2,63 - 72,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,Obtención de pigmentos inorgánicos por síntesis de combustión para la industria de pinturas,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2019,1,22,66 - 73,EDGAR ANDRES CHAVARRIAGA MIRANDANA
SISCO,Otros artículos publicados,Revista de divulgación,Aceptación del Mlearning: Un Análisis de Sentimientos basado en Minería de Texto,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2019,11,,45 - 50,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,OBJETOS VIRTUALES DE APRENDIZAJE EN LA ENSEÑANZA DE LA FÍSICA Un Caso de Aplicación,España,"Revista Internacional de Aprendizaje en Ciencia, Matemáticas y Tecnología",2386-8791,2018,5,1,9 - 17,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,Memoria TELEDU 2018 -El uso de las TIC en la Universidad Católica Luis Amigó para la enseñanza ¿ aprendizaje,Chile,Editorial Corporación CIMTED - TELEDU 2017,2500-5987,2018,1,,30 - 36,LINA MARIA MONTOYA SUAREZNA
SISCO,Otros artículos publicados,Revista de divulgación,"Memoria III Simposio - Uso de las metodologías ágiles de desarrollo, un análisis de las Pymes Medellín, Colombia",Colombia,Fondo Editorial Remington,2500-9249,2018,1,,15 - 15,"LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANONA"
SISCO,Otros artículos publicados,Revista de divulgación,"Memoria CITICI 2018 - Xanthomona, limpieza orgánica de aguas residuales",Argentina,Editorial Corporación CIMTED,2500-5987,2018,1,,609 - 623,LINA MARIA MONTOYA SUAREZNA
SISCO,Otros artículos publicados,Revista de divulgación,Artificial Neural Networks Applied to the Monitoring of Cost and Durations in Juvenile Reformatories,Pakistán,ASIAN JOURNAL OF APPLIED SCIENCES,2321-0893,2018,6,2,97 - 103,"VICTOR DANIEL GIL VERA, ISABEL CRISTINA PUERTA LOPERA, LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANONA"
SISCO,Otros artículos publicados,Revista de divulgación,Sentiment Analysis on Post conflict in Colombia: A Text Mining Approach,Pakistán,ASIAN JOURNAL OF APPLIED SCIENCES,2321-0893,2018,6,2,53 - 59,"VICTOR DANIEL GIL VERA, LINA MARIA MONTOYA SUAREZ, ISABEL CRISTINA PUERTA LOPERANA"
SISCO,Otros artículos publicados,Revista de divulgación,"Memorias TELEDU 2017 - Metodologías ágiles de desarrollo, uso y beneficio",Colombia,Corporación CIMTED,2500-5987,2017,8,,364 - 376,"LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANO, BAYRON ANDRES SALDARRIAGA ZULUAGANA"
SISCO,Otros artículos publicados,Revista de divulgación,Learning Analytics and Scholar Dropout: A Predictive Model,Pakistán,Middle East Journal of Scientific Research,1990-9233,2017,27,7,1414 - 1419,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,"Memorias CIFCOM 2017 - El uso de las metodologías ágiles de desarrollo, un análisis de las Pymes en Medellín - Colombia",Colombia,MEMORIAS CIMTED,2500-5987,2017,1,,164 - 182,"LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANONA"
SISCO,Otros artículos publicados,Revista de divulgación,Prototipo de realidad aumentada orientado al ámbito Educativo,Colombia,"Journal Of Engineering And Technology, Facultad De Ingenierías - Corporación Universitaria Lasallista.",2256-3903,2017,6,,58 - 69,"EVELYN AGUIRRE MOLINA, LINA MARIA MONTOYA SUAREZNA"
SISCO,Otros artículos publicados,Revista de divulgación,Memorias CIFCOM 2016 - Análisis comparativo de las metodologías ágiles en el desarrollo de software aplicadas en Colombia,Colombia,MEMORIAS CIMTED,2500-5987,2016,1,,717 - 731,"LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANO, LUISA MARIA JIMENEZ RAMOSNA"
