grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estructura documental de la Curaduría Urbana Primera de Envigado,Colombia,2015,Español,CD-ROM/DVD,,Valencia Patiño Claudia Patricia,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diagnóstico y formulación de propuesta administrativa para organizaciones sociales Fundación S.O.S.,Colombia,2015,Español,CD-ROM/DVD,,Bolívar Correa Silvia Alejandra,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Practicas Organizaciones sociales, una mirada de las RSE y sus equipos Universidades Púbicas",Colombia,2015,Español,CD-ROM/DVD,,Alzate Rodríguez Claudia Janneth,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Protocolo de atención para fortalecer el servicio público en EEVV de Medellín,Colombia,2015,Español,CD-ROM/DVD,,Álvarez Zapata Jenny Osmayda,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estandarización y documentación de proceso administrativo de personal en servicios temporales Empleamos S.A.,Colombia,2015,Español,CD-ROM/DVD,,Jaramillo Ríos Viviana Andrea,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Modelo de RSE para F.G.A Fondo de Garantías de Antioquia,Colombia,2015,Español,CD-ROM/DVD,,Montoya Gaviria Jessica Didiana,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Diseño del modelo PRR (Producción ¿Reproducción - Rentabilidad) para la evaluación y proyección técnica-económica-financiera de empresas ganaderas especializadas en la producción de leche. Estudio de caso,Colombia,2015,Español,CD-ROM/DVD,,Gloria Inés Bedoya Henao,Maestría en Gestión de la Producción Animal,POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,CREACIÓN DE LA UNIDAD DE SERVICIO AL CLIENTE DE RIMOPLASTICAS S.A.,Colombia,2015,Español,CD-ROM/DVD,,Adriana Cardona Cifuentes,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MARCELA MEZA SALAZAR
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,MODELO DE COMUNICACIÓN ORGANIZACIONAL COMO HERRAMIENTA DE GESTIÓN DE CAMBIO EN MVM INGENIERIA DE SOFTWARE,Colombia,2015,Español,CD-ROM/DVD,,"LUISA FERNANDA ARTEAGA RUIZ, DIANA JANETH ESCUDERO MORALES, MÓNICA MARÍA PIMIENTA FAJARDO",Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MARCELA MEZA SALAZAR
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,DOCUMENTACIÓN DEL PLAN ORGANIZACIONAL Y DISEÑO DEL PLAN DE MERCADEO DE LA EMPRESA SOMERAN,Colombia,2015,Español,CD-ROM/DVD,,Luz Esneidy Arango Cifuentes,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MARCELA MEZA SALAZAR
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño de un Modelo que permita medir la satisfacción del servicio prestado a los usuarios de la sucursal Bancolombia Don Matias que sirva como herramienta para la toma de desiciones administrativas,Colombia,2015,Español,CD-ROM/DVD,,Wilfer Alexander Múnera Hincapie,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MARCELA MEZA SALAZAR
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Cuadro de Mando de Indicadores Sociales para la Fundación Bancolombia,Colombia,2015,Español,CD-ROM/DVD,,"Lina Maria Henao Romero, Diego Martinez Hernandez, Carmen Yuliana Montoya Ramirez",Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MARCELA MEZA SALAZAR
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"ANTECEDENTES DE LELATAD Y LA RECOMENDACION EN EL SECTOR SALUD; ESTUDIO APLICADO EN PACIENTES DE MEDICINA ESTETICA DE LA CIUDAD DE MEDELLÍN""",Colombia,2014,Español,Papel,,Marcela Sandoval,MBA ADMINISTRACION,UNIVERSIDAD DE ANTIOQUIA,MARIO LEON RESTREPO MUNERA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Una estrategia de comunicación corporativa y relacionamiento con grupos de interés; Propuesta para la Gobernación de Antioquia,Colombia,2013,Español,Otro,,TATIANA VASQUEZ RUIZ,MBA ADMINISTRACION,UNIVERSIDAD DE ANTIOQUIA,MARIO LEON RESTREPO MUNERA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,A propósito de la inducción y el acompañamiento en el proceso de integración de profesores cátedra a la Universidad de Antioquia: un estudio de caso.,Colombia,2013,Español,Otro,,,Administración,UNIVERSIDAD DE ANTIOQUIA,ALEXANDER MARIN LOPEZ
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño de la estructura organizacional y estrategia de mercadeo para la empresa PORZZYNY S.A:S,Colombia,2013,Español,CD-ROM/DVD,,"Agudelo Cuervo Diana María;  Cabrera Villa, Lina Marcela; Cardona Montoya, Diana Patricia; Rivera Rueda Maricela",Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño e implementación de la estructura organizacional de COOPRAUTO,Colombia,2013,Español,CD-ROM/DVD,,Lopera Jiménez Olga Esneira,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Outsourcing de nómina y seguridad social en DAR AYUDA TEMPORAL S.A.,Colombia,2013,Español,CD-ROM/DVD,,Muñoz Montoya Flor Aleida,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño plan de mercadeo FUNDACIÓN CODESARROLLO,Colombia,2013,Español,CD-ROM/DVD,,López López Luz Dary; Saldarriaga Pacheco Sandra M.,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño y estructuración orgánica de la fundación CIUDAD DON BOSCO,Colombia,2013,Español,CD-ROM/DVD,,Muñoz Echeverri Gleny Jeannette; Muñoz Echeverri Ruth Arelis; Cano Correa Lina  Patricia; Villa Giraldo Dora Luz,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Capacitación por TIC para personal del grupo empresarial COOMEVA, empleados y directivos del área de asesores integrales de la regional Medellín",Colombia,2013,Español,CD-ROM/DVD,,Carmona Velásquez Andrés,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Implementación de procesos de alta dirección, recursos humanos y comercial bajo la norma ISO 9001: 2008 para la Cooperativa de ahorro y crédito ¿COOPECREDITO¿ de Entrerríos.",Colombia,2013,Español,CD-ROM/DVD,,Álvarez Gómez Elizabeth; Lopera Restrepo Luis Enrique; Suárez Aristizabal Ledy Patricia,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Proyecto para la creación de fondo de empleados en la CLÍNICA EL ROSARIO,Colombia,2013,Español,CD-ROM/DVD,,Urrea Zuluaga Cesar Yamid,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estructura administrativa unidad de oncología Manuel Uribe Angel De Envigado ¿Astorga S.A. ¿Clinac¿,Colombia,2013,Español,CD-ROM/DVD,,"Calderón Restrepo John Elexander,  Rojas Garzón Maribel",Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Diseño de una estrategia desde la gestión del conocimiento, para mejorar el proceso de aprendizaje y permitir la continuidad del conocimiento en la empresa DAR AYUDA TEMPORAL S.A.",Colombia,2013,Español,CD-ROM/DVD,,Gutiérrez Agudelo Margarita María,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Lealtad de los usuarios finales hacia el programa de Negocios Inclusivos Construyá de la empresa Argos S.A. en la ciudad de Medellín¿,Colombia,2013,Español,Otro,,MAURICIO ALONSO GRALDO,MBA ADMINISTRACION,UNIVERSIDAD DE ANTIOQUIA,MARIO LEON RESTREPO MUNERA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estudio de Factibilidad para la creación del Fondo de Empleados de Metroparques FEMPARQUES,Colombia,2013,Español,CD-ROM/DVD,,Alzate Villa William,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Planteamiento y diseño de estrategias de mercadeo para la fundación EL EDEN HOGAR GERIATRICO,Colombia,2013,Español,Papel,,Bedoya Jaramillo Conrado; Salazar Jaramillo Natalia Alejandra; Mazo Montoya Viviana; Villa Leidy Bibiana,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estudio de Factibilidad para la creación de una empresa Agroindustrial ¿ LA SARITA Hacienda.,Colombia,2013,Español,CD-ROM/DVD,,Aristizabal José Evelio,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estructura administrativa para la Fundación Café centro de apoyo para la felicidad- CAFE,Colombia,2013,Español,CD-ROM/DVD,,Moreno Serna Yadira Mile; Fuentes González Ana Milena; Valencia Monsalve María Adelaida; Valencia Salazar Mónica Cristina,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Fundación EEVV,Colombia,2013,Español,CD-ROM/DVD,,Pérez Olga; Cadavid Johana; Cardona Andrea; Echeverri Adriana,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,INFLUENCIA DE LA CALIDAD DEL SERVICIO ONLINE SOBRE LA LEALTAD EN EL SECTOR FINANCIERO,Colombia,2013,Español,Otro,,LILIANA ALVAREZ RESTTREPO,MBA ADMINISTRACION,UNIVERSIDAD DE ANTIOQUIA,MARIO LEON RESTREPO MUNERA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diagnóstico y propuesta de modelo de gestión para la junta de acción comunal los ALCÁZARES,Colombia,2013,Español,CD-ROM/DVD,,Aguirre Castrillón Jaime Andrés,Administración de Empresa,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Creencias y Prácticas de los Docentes sobre la Evalaución del Aprendizaje de los Estudiantes de la Universidad Popular del Cesar,Colombia,2010,Español,Papel,,Rolando Escorcia Caballero,Maestría en Educación,UNIVERSIDAD POPULAR DEL CESAR,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Trabajo de grado: Concepciones implícitas de los/las docentes de pre-escolar de las institución educativas publicas de Barranquilla (atlántico) sobre el aprendizaje de la escritura,Colombia,2009,Español,Papel,//www.edunexos.edu.co/emasued/,Guillermo peinado Ospino y  Rosalía Rada de peinado,Maestria en Educación SUE CARIBE,UNIVERSIDAD DEL ATLÁNTICO,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,¿las concepciones sobre los procesos de socialización en los estudiantes de la Institución universitaria colegio Mayor de Antioquia¿ sentidos que obstaculizan o facilitan lo ético?,Colombia,2009,Español,Papel,,,Maestria En Educación y Desarrollo Humano,Universidad De Manizales - Umanizales,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Universidad y Género: Presencia de la Mujer en la Universidad de Córdoba en la Facultad de Ciencias Básicas e Ingeniería en el Periodo 2000-2006,Colombia,2007,Español,Papel,//www.edunexos.edu.co/emasued/,Dora Piñeres de la Ossa,Maestria en Educación,UNIVERSIDAD DE CORDOBA,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Análisis de experiencias en Cooperación Internacional al Desarrollo de las ONGs Federadas de Antioquia,Colombia,2007,Español,Papel,,,Especializacion en Gerencia social,UNIVERSIDAD DE ANTIOQUIA,YOMAR JAVIER SANCHEZ CAICEDO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,El Modelo de Gerencia Estratégica aplicado a una empresa especializada de transporte de carga,Colombia,2006,Español,Papel,,,Magister en Administración,UNIVERSIDAD EAFIT,YOMAR JAVIER SANCHEZ CAICEDO
GORAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Un modelo de competencias para siete empresas del sector financiero de la Ciudad de Cali, Valle Colombia",Colombia,2006,Español,Papel,,,Educaciòn y desarrollo humano,Universidad De Manizales - Umanizales,YOMAR JAVIER SANCHEZ CAICEDO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,EL ACCESO A LA SALUD DE LA POBLACIÓN TRANSEXUAL O TRANSGÉNERO EN EL MARCO DE LA POLÍTICA ENMARCADA EN EL ACUERDO 08 DE 2011 DE LA CIUDAD DE MEDELLÍN,Colombia,2022,Español,Papel,,"Sebastián Vallejo Rodas, Sofia Muñoz Echeverry",DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,LA REINSERCIÓN LABORAL DE LOS POSPENADOS,Colombia,2022,Español,Papel,,"Susana Rodríguez Estrada, Tannia Camila Patiño Gallego",DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Propuesta metodológica para implementar un marco de referencia de gobierno y gestión de las Tecnologías de Información en las entidades del sector de la economía solidaria de primer nivel de supervisión,Colombia,2021,Español,Papel,,Mauricio Andrés González Cardona,Maestría en administración de sistemas informáticos,Universidad Nacional de Colombia Sede Manizales,MAURICIO MEJIA LOBO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,REGULACIÓN NORMATIVA DE LAS BITCOINS EN COLOMBIA,Colombia,2021,Español,Internet,,"Juan José Jiménez Riascos, Mateo Londoño Jurado, Brandon Alexis Osorio Trujillo",DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,MAURICIO MEJIA LOBO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,MARCO DE TRABAJO BASADO EN GESTIÓN DEL CONOCIMIENTO E ITIL PARA MEJORAR EL PROCESO DE SOPORTE EN MIPYMES USANDO BOTCHAT TECHNOLOGY + CBR CON LA PERSPECTIVA OPEN DATA,Colombia,2021,Español,Papel,,DANIELA ALVAREZ BERMUDEZ y DANIELA MIDEROS OSPINA,MAESTRÍA EN GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE,UNIVERSIDAD AUTONOMA DE MANIZALES,MAURICIO MEJIA LOBO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"LA IMPLEMENTACIÓN DE LA INTELIGENCIA ARTIFICIAL Y LAS TIC EN LA ADMINISTRACIÓN PÚBLICA. DESAFÍOS, RETOS Y OPORTUNIDADES. CASO ARGENTINA Y COLOMBIA",Colombia,2021,Español,Internet,,Julieth Vanesa Pino García; Have Salcedo Moreno,DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,MAURICIO MEJIA LOBO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,EL DERECHO A LA HONRA EN LAS REDES SOCIALES: UTOPÍA O NECESIDAD,Colombia,2021,Español,Papel,,Xiomara Rubio Caldera CC 1152214428; Diana Carolina Ramos Borrero CC 1123634450,Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SITUACIÓN ADMINISTRATIVA Y DERECHOS HUMANOS: ¿ES GARANTIZADO EL ACCESO A LA SALUD PARA LAS PERSONAS MIGRANTES EN COLOMBIA Y ESPAÑA?,Colombia,2021,Español,Papel,,"Ana María Salamanca Bermúdez CC 1.020.490.687, Valentín López Osorno CC  1.216.723.327",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,La práctica docente de una agente educativa y la promoción de habilidades para la vida en el Centro de Desarrollo Integral (CDI) ¿Déjame Crecer¿ de Marinilla-Antioquia. Estudio de caso,Colombia,2021,Español,Papel,N/A,Luz Ayda García Pamplona,Maestría en Educación,UNIVERSIDAD DE ANTIOQUIA,JENNY MARCELA ACEVEDO VALENCIA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"CONTROVERSIA CONTRACTUAL, HERRAMIENTA PARA CONTROLAR EL DETRIMENTO PATRIMONIAL EN LAS ENTIDADES DESCENTRALIZADAS DEL MUNICIPIO DE MEDELLÍN",Colombia,2021,Español,Papel,,"Laura Valeria Mazo Medina CC 1017260089, Sebastián Vélez Vélez CC 1037594044",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,El reconocimiento del derecho a la identidad de género de las personas trans*en el Municipio de Manizales,Colombia,2020,Español,Papel,,Paula Tatiana Sánchez Jaramillo;Luz Ángela Rendón Ospina,Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"VACÍOS E INCONSISTENCIAS DEL PROCESO DE REORGANIZACIÓN EN EL RÉGIMEN DE INSOLVENCIA EMPRESARIAL COLOMBIANO (LEY 1116 DEL 2006), ABORDADOS EN LA JURISPRUDENCIA Y LA DOCTRINA ENTRE LOS AÑOS 2006 Y 2019",Colombia,2020,Español,CD-ROM/DVD,,"Isabel Cristina Sánchez Patiño, Vanessa Tatiana Marín Bedoya,  Solanlly Martinez Martínez",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,JUSTICIA RESTAURATIVA PARA LA GARANTÍA DE LOS DERECHOS DE LA MUJER CONDENADA POR INTERRUPCIÓN VOLUNTARIA DE SU EMBARAZO,Colombia,2020,Español,CD-ROM/DVD,N/A,"Manuela Brand Trejos, Angie Daniela Quiroga Robayo, Shadia Esther Oquendo Torres",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ÁMBITO JURÍDICO INTERNACIONAL SOBRE PROPIEDAD INDUSTRIAL Y SU IMPACTO EN LOS FALLOS DE LA SECCIÓN PRIMERA DEL CONSEJO DE ESTADO DURANTE EL PERÍODO 2019- 2020,Colombia,2020,Español,CD-ROM/DVD,,Vanessa Vélez Gutiérrez,Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"TRANSFORMACIONES DE LA INVESTIGACIÓN JURÍDICA Y SOCIOJURÍDICA EN LA REGIÓN ANDINA DE COLOMBIA: EJE CAFETERO, SANTANDERES Y TOLIMA GRANDE",Colombia,2020,Español,CD-ROM/DVD,,Marta Cecilia Maya Zuluaga,Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,EL DESCONOCIMIENTO DE PRECEDENTE COMO CAUSAL DE LA ACCIÓN DE TUTELA CONTRA PROVIDENCIAS JUDICIALES,Colombia,2020,Español,Otro,www.funlam.edu.co,Lady Miller Agudelo Bedoya,Derecho y Ciencias Políticas,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE IVAN GAVIRIA MESA
JURIDICAS Y SOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,EL DERECHO A LA INCLUSIÓN SOCIAL COMO REFERENTE EN LA POLITICA PUBLICA DE ENVEJECIMIENTO Y VEJEZ EN EL PLAN MUNICIPAL DE DESAROLLO DE MEDELLÍN 2016 -2019.,Colombia,2020,Español,Otro,www.funlam.edu.co,"Mariana Sánchez Salazar, Johana Osorio García y David Avendaño Vargas",Derecho y Ciencias Políticas,UNIVERSIDAD CATOLICA LUIS AMIGO,JORGE IVAN GAVIRIA MESA
